backlog,open_cases,inflow,cleared,backlog_heinous,backlog_lag1,backlog_lag2,backlog_lag3,cleared_lag1,cleared_lag2,cleared_lag3,inflow_lag1,inflow_lag2,inflow_lag3,backlog_mean3,cleared_mean3,inflow_mean3,growth_3mo,growth_1mo,clearance_rate,clearance_rate_3mo,load,stale_share,heinous_share,month_of_year,target_backlog_up_20pct_3mo
22,32,6,1,3,15,13,9,1,0,0,4,6,5,12.3333,0.3333,5.0,1.7838,1.4667,0.0455,0.027,18.0,0.6875,0.1364,8,1
23,35,5,2,4,22,15,13,1,1,0,6,4,6,16.6667,0.6667,5.3333,1.38,1.0455,0.087,0.04,7.5,0.6571,0.1739,9,1
29,36,3,2,7,23,22,15,2,1,1,5,6,4,20.0,1.3333,5.0,1.45,1.2609,0.069,0.0667,2.25,0.8056,0.2414,10,0
29,36,3,3,6,29,23,22,2,2,1,3,5,6,24.6667,1.6667,4.6667,1.1757,1.0,0.1034,0.0676,1.8,0.8056,0.2069,11,0
29,37,4,3,5,29,29,23,3,2,2,3,3,5,27.0,2.3333,3.6667,1.0741,1.0,0.1034,0.0864,1.7143,0.7838,0.1724,12,0
31,42,7,2,5,29,29,29,3,3,2,4,3,3,29.0,2.6667,3.3333,1.069,1.069,0.0645,0.092,2.625,0.7381,0.1613,1,0
32,39,1,4,6,31,29,29,2,3,3,7,4,3,29.6667,2.6667,4.6667,1.0787,1.0323,0.125,0.0899,0.375,0.8205,0.1875,2,0
33,40,4,3,7,32,31,29,4,2,3,1,7,4,30.6667,3.0,4.0,1.0761,1.0312,0.0909,0.0978,1.3333,0.825,0.2121,3,1
36,42,2,0,9,33,32,31,3,4,2,4,1,7,32.0,3.0,4.0,1.125,1.0909,0.0,0.0938,0.6667,0.8571,0.25,4,0
38,43,3,2,9,36,33,32,0,3,4,2,4,1,33.6667,2.3333,2.3333,1.1287,1.0556,0.0526,0.0693,1.2857,0.8837,0.2368,5,0
40,47,6,2,9,38,36,33,2,0,3,3,2,4,35.6667,1.6667,3.0,1.1215,1.0526,0.05,0.0467,3.6,0.8511,0.225,6,0
42,49,2,0,9,40,38,36,2,2,0,6,3,2,38.0,1.3333,3.6667,1.1053,1.05,0.0,0.0351,1.5,0.8571,0.2143,7,0
44,51,4,2,9,42,40,38,0,2,2,2,6,3,40.0,1.3333,3.6667,1.1,1.0476,0.0455,0.0333,3.0,0.8627,0.2045,8,1
46,58,8,1,10,44,42,40,2,0,2,4,2,6,42.0,1.3333,4.0,1.0952,1.0455,0.0217,0.0317,6.0,0.7931,0.2174,9,0
47,59,3,2,9,46,44,42,1,2,0,8,4,2,44.0,1.0,4.6667,1.0682,1.0217,0.0426,0.0227,3.0,0.7966,0.1915,10,1
54,65,8,2,9,47,46,44,2,1,2,3,8,4,45.6667,1.6667,5.0,1.1825,1.1489,0.037,0.0365,4.8,0.8308,0.1667,11,0
55,67,5,3,9,54,47,46,2,2,1,8,3,8,49.0,1.6667,6.3333,1.1224,1.0185,0.0545,0.034,3.0,0.8209,0.1636,12,0
58,69,5,3,9,55,54,47,3,2,2,5,8,3,52.0,2.3333,5.3333,1.1154,1.0545,0.0517,0.0449,2.1429,0.8406,0.1552,1,0
61,72,5,2,10,58,55,54,3,3,2,5,5,8,55.6667,2.6667,6.0,1.0958,1.0517,0.0328,0.0479,1.875,0.8472,0.1639,2,0
65,75,6,3,10,61,58,55,2,3,3,5,5,5,58.0,2.6667,5.0,1.1207,1.0656,0.0462,0.046,2.25,0.8667,0.1538,3,0
66,80,6,1,10,65,61,58,3,2,3,6,5,5,61.3333,2.6667,5.3333,1.0761,1.0154,0.0152,0.0435,2.25,0.825,0.1515,4,0
70,81,6,5,11,66,65,61,1,3,2,6,6,5,64.0,2.0,5.6667,1.0938,1.0606,0.0714,0.0312,3.0,0.8642,0.1571,5,0
71,83,6,4,12,70,66,65,5,1,3,6,6,6,67.0,3.0,6.0,1.0597,1.0143,0.0563,0.0448,2.0,0.8554,0.169,6,0
76,87,5,1,13,71,70,66,4,5,1,6,6,6,69.0,3.3333,6.0,1.1014,1.0704,0.0132,0.0483,1.5,0.8736,0.1711,7,0
73,84,4,7,13,76,71,70,1,4,5,5,6,6,72.3333,3.3333,5.6667,1.0092,0.9605,0.0959,0.0461,1.2,0.869,0.1781,8,0
75,85,5,4,14,73,76,71,7,1,4,4,5,6,73.3333,4.0,5.0,1.0227,1.0274,0.0533,0.0545,1.25,0.8824,0.1867,9,0
79,90,5,0,15,75,73,76,4,7,1,5,4,5,74.6667,4.0,4.6667,1.058,1.0533,0.0,0.0536,1.25,0.8778,0.1899,10,0
82,93,6,3,16,79,75,73,0,4,7,5,5,4,75.6667,3.6667,4.6667,1.0837,1.038,0.0366,0.0485,1.6364,0.8817,0.1951,11,0
83,95,5,3,16,82,79,75,3,0,4,6,5,5,78.6667,2.3333,5.3333,1.0551,1.0122,0.0361,0.0297,2.1429,0.8737,0.1928,12,0
88,104,11,2,17,83,82,79,3,3,0,5,6,5,81.3333,2.0,5.3333,1.082,1.0602,0.0227,0.0246,5.5,0.8462,0.1932,1,1
89,108,8,4,15,88,83,82,2,3,3,11,5,6,84.3333,2.6667,7.3333,1.0553,1.0114,0.0449,0.0316,3.0,0.8241,0.1685,2,1
99,116,9,1,16,89,88,83,4,2,3,8,11,5,86.6667,3.0,8.0,1.1423,1.1124,0.0101,0.0346,3.0,0.8534,0.1616,3,0
14,26,5,1,1,9,6,2,2,0,0,6,8,4,5.6667,0.6667,6.0,2.4706,1.5556,0.0714,0.1176,7.5,0.5385,0.0714,6,1
20,28,4,2,3,14,9,6,1,2,0,5,6,8,9.6667,1.0,6.3333,2.069,1.4286,0.1,0.1034,4.0,0.7143,0.15,7,0
22,28,2,2,3,20,14,9,2,1,2,4,5,6,14.3333,1.6667,5.0,1.5349,1.1,0.0909,0.1163,1.2,0.7857,0.1364,8,0
22,25,1,4,3,22,20,14,2,2,1,2,4,5,18.6667,1.6667,3.6667,1.1786,1.0,0.1818,0.0893,0.6,0.88,0.1364,9,0
24,28,3,0,3,22,22,20,4,2,2,1,2,4,21.3333,2.6667,2.3333,1.125,1.0909,0.0,0.125,1.125,0.8571,0.125,10,0
22,32,7,3,3,24,22,22,0,4,2,3,1,2,22.6667,2.0,2.0,0.9706,0.9167,0.1364,0.0882,3.5,0.6875,0.1364,11,0
22,35,5,2,2,22,24,22,3,0,4,7,3,1,22.6667,2.3333,3.6667,0.9706,1.0,0.0909,0.1029,2.1429,0.6286,0.0909,12,1
26,38,7,4,3,22,22,24,2,3,0,5,7,3,22.6667,1.6667,5.0,1.1471,1.1818,0.1538,0.0735,4.2,0.6842,0.1154,1,1
26,39,3,2,4,26,22,22,4,2,3,7,5,7,23.3333,3.0,6.3333,1.1143,1.0,0.0769,0.1286,1.0,0.6667,0.1538,2,1
35,39,1,1,7,26,26,22,2,4,2,3,7,5,24.6667,2.6667,5.0,1.4189,1.3462,0.0286,0.1081,0.375,0.8974,0.2,3,0
34,41,5,3,8,35,26,26,1,2,4,1,3,7,29.0,2.3333,3.6667,1.1724,0.9714,0.0882,0.0805,2.1429,0.8293,0.2353,4,0
34,43,5,3,7,34,35,26,3,1,2,5,1,3,31.6667,2.0,3.0,1.0737,1.0,0.0882,0.0632,2.5,0.7907,0.2059,5,1
36,43,2,2,7,34,34,35,3,3,1,5,5,1,34.3333,2.3333,3.6667,1.0485,1.0588,0.0556,0.068,0.8571,0.8372,0.1944,6,1
40,48,6,1,7,36,34,34,2,3,3,2,5,5,34.6667,2.6667,4.0,1.1538,1.1111,0.025,0.0769,2.25,0.8333,0.175,7,0
41,50,3,1,7,40,36,34,1,2,3,6,2,5,36.6667,2.0,4.3333,1.1182,1.025,0.0244,0.0545,1.5,0.82,0.1707,8,0
45,48,0,2,7,41,40,36,1,1,2,3,6,2,39.0,1.3333,3.6667,1.1538,1.0976,0.0444,0.0342,0.0,0.9375,0.1556,9,0
47,54,6,0,8,45,41,40,2,1,1,0,3,6,42.0,1.3333,3.0,1.119,1.0444,0.0,0.0317,4.5,0.8704,0.1702,10,0
46,60,8,2,9,47,45,41,0,2,1,6,0,3,44.3333,1.0,3.0,1.0376,0.9787,0.0435,0.0226,8.0,0.7667,0.1957,11,0
45,59,5,6,8,46,47,45,2,0,2,8,6,0,46.0,1.3333,4.6667,0.9783,0.9783,0.1333,0.029,3.75,0.7627,0.1778,12,1
52,61,5,3,8,45,46,47,6,2,0,5,8,6,46.0,2.6667,6.3333,1.1304,1.1556,0.0577,0.058,1.875,0.8525,0.1538,1,0
54,66,5,0,8,52,45,46,3,6,2,5,5,8,47.6667,3.6667,6.0,1.1329,1.0385,0.0,0.0769,1.3636,0.8182,0.1481,2,0
59,69,5,2,9,54,52,45,0,3,6,5,5,5,50.3333,3.0,5.0,1.1722,1.0926,0.0339,0.0596,1.6667,0.8551,0.1525,3,0
62,71,4,2,9,59,54,52,2,0,3,5,5,5,55.0,1.6667,5.0,1.1273,1.0508,0.0323,0.0303,2.4,0.8732,0.1452,4,0
61,68,3,6,10,62,59,54,2,2,0,4,5,5,58.3333,1.3333,4.6667,1.0457,0.9839,0.0984,0.0229,2.25,0.8971,0.1639,5,0
61,67,3,4,11,61,62,59,6,2,2,3,4,5,60.6667,3.3333,4.0,1.0055,1.0,0.0656,0.0549,0.9,0.9104,0.1803,6,0
60,66,4,5,11,61,61,62,4,6,2,3,3,4,61.3333,4.0,3.3333,0.9783,0.9836,0.0833,0.0652,1.0,0.9091,0.1833,7,0
60,69,6,3,11,60,61,61,5,4,6,4,3,3,60.6667,5.0,3.3333,0.989,1.0,0.05,0.0824,1.2,0.8696,0.1833,8,0
61,69,3,3,12,60,60,61,3,5,4,6,4,3,60.3333,4.0,4.3333,1.011,1.0167,0.0492,0.0663,0.75,0.8841,0.1967,9,0
64,75,6,0,12,61,60,60,3,3,5,3,6,4,60.3333,3.6667,4.3333,1.0608,1.0492,0.0,0.0608,1.6364,0.8533,0.1875,10,0
66,78,5,2,14,64,61,60,0,3,3,6,3,6,61.6667,2.0,5.0,1.0703,1.0312,0.0303,0.0324,2.5,0.8462,0.2121,11,0
69,77,1,2,16,66,64,61,2,0,3,5,6,3,63.6667,1.6667,4.6667,1.0838,1.0455,0.029,0.0262,0.6,0.8961,0.2319,12,0
75,81,5,1,18,69,66,64,2,2,0,1,5,6,66.3333,1.3333,4.0,1.1307,1.087,0.0133,0.0201,3.75,0.9259,0.24,1,0
74,85,6,2,18,75,69,66,1,2,2,5,1,5,70.0,1.6667,3.6667,1.0571,0.9867,0.027,0.0238,3.6,0.8706,0.2432,2,1
76,92,10,3,15,74,75,69,2,1,2,6,5,1,72.6667,1.6667,4.0,1.0459,1.027,0.0395,0.0229,6.0,0.8261,0.1974,3,0
14,21,3,1,3,8,5,2,2,0,1,6,3,6,5.0,1.0,5.0,2.8,1.75,0.0714,0.2,3.0,0.6667,0.2143,6,1
16,23,4,2,2,14,8,5,1,2,0,3,6,3,9.0,1.0,4.0,1.7778,1.1429,0.125,0.1111,4.0,0.6957,0.125,7,1
17,24,4,3,2,16,14,8,2,1,2,4,3,6,12.6667,1.6667,4.3333,1.3421,1.0625,0.1765,0.1316,2.4,0.7083,0.1176,8,1
18,32,9,1,2,17,16,14,3,2,1,4,4,3,15.6667,2.0,3.6667,1.1489,1.0588,0.0556,0.1277,4.5,0.5625,0.1111,9,1
22,35,6,3,3,18,17,16,1,3,2,9,4,4,17.0,2.0,5.6667,1.2941,1.2222,0.1364,0.1176,3.0,0.6286,0.1364,10,1
27,41,7,1,3,22,18,17,3,1,3,6,9,4,19.0,2.3333,6.3333,1.4211,1.2273,0.037,0.1228,3.0,0.6585,0.1111,11,1
30,42,5,4,4,27,22,18,1,3,1,7,6,9,22.3333,1.6667,7.3333,1.3433,1.1111,0.1333,0.0746,3.0,0.7143,0.1333,12,1
31,42,5,5,3,30,27,22,4,1,3,5,7,6,26.3333,2.6667,6.0,1.1772,1.0333,0.1613,0.1013,1.875,0.7381,0.0968,1,0
34,42,4,4,4,31,30,27,5,4,1,5,5,7,29.3333,3.3333,5.6667,1.1591,1.0968,0.1176,0.1136,1.2,0.8095,0.1176,2,0
37,43,2,1,4,34,31,30,4,5,4,4,5,5,31.6667,4.3333,4.6667,1.1684,1.0882,0.027,0.1368,0.4615,0.8605,0.1081,3,0
35,42,3,4,4,37,34,31,1,4,5,2,4,5,34.0,3.3333,3.6667,1.0294,0.9459,0.1143,0.098,0.9,0.8333,0.1143,4,0
36,43,4,3,6,35,37,34,4,1,4,3,2,4,35.3333,3.0,3.0,1.0189,1.0286,0.0833,0.0849,1.3333,0.8372,0.1667,5,0
34,38,2,7,4,36,35,37,3,4,1,4,3,2,36.0,2.6667,3.0,0.9444,0.9444,0.2059,0.0741,0.75,0.8947,0.1176,6,0
34,40,4,2,4,34,36,35,7,3,4,2,4,3,35.0,4.6667,3.0,0.9714,1.0,0.0588,0.1333,0.8571,0.85,0.1176,7,0
34,45,7,2,4,34,34,36,2,7,3,4,2,4,34.6667,4.0,3.3333,0.9808,1.0,0.0588,0.1154,1.75,0.7556,0.1176,8,0
33,44,3,4,5,34,34,34,2,2,7,7,4,2,34.0,3.6667,4.3333,0.9706,0.9706,0.1212,0.1078,0.8182,0.75,0.1515,9,1
38,47,6,3,6,33,34,34,4,2,2,3,7,4,33.6667,2.6667,4.6667,1.1287,1.1515,0.0789,0.0792,2.25,0.8085,0.1579,10,0
38,50,6,3,5,38,33,34,3,4,2,6,3,7,35.0,3.0,5.3333,1.0857,1.0,0.0789,0.0857,2.0,0.76,0.1316,11,1
40,50,4,4,5,38,38,33,3,3,4,6,6,3,36.3333,3.3333,5.0,1.1009,1.0526,0.1,0.0917,1.2,0.8,0.125,12,1
44,53,5,2,5,40,38,38,4,3,3,4,6,6,38.6667,3.3333,5.3333,1.1379,1.1,0.0455,0.0862,1.5,0.8302,0.1136,1,1
46,56,5,2,4,44,40,38,2,4,3,5,4,6,40.6667,3.0,5.0,1.1311,1.0455,0.0435,0.0738,1.6667,0.8214,0.087,2,0
50,58,3,1,4,46,44,40,2,2,4,5,5,4,43.3333,2.6667,4.6667,1.1538,1.087,0.02,0.0615,1.125,0.8621,0.08,3,0
53,57,2,3,4,50,46,44,1,2,2,3,5,5,46.6667,1.6667,4.3333,1.1357,1.06,0.0566,0.0357,1.2,0.9298,0.0755,4,0
51,58,4,3,4,53,50,46,3,1,2,2,3,5,49.6667,2.0,3.3333,1.0268,0.9623,0.0588,0.0403,2.0,0.8793,0.0784,5,0
53,60,3,1,5,51,53,50,3,3,1,4,2,3,51.3333,2.3333,3.0,1.0325,1.0392,0.0189,0.0455,1.2857,0.8833,0.0943,6,0
56,61,2,1,5,53,51,53,1,3,3,3,4,2,52.3333,2.3333,3.0,1.0701,1.0566,0.0179,0.0446,0.8571,0.918,0.0893,7,0
56,61,3,3,5,56,53,51,1,1,3,2,3,4,53.3333,1.6667,3.0,1.05,1.0,0.0536,0.0312,1.8,0.918,0.0893,8,0
56,62,3,2,5,56,56,53,3,1,1,3,2,3,55.0,1.6667,2.6667,1.0182,1.0,0.0357,0.0303,1.8,0.9032,0.0893,9,0
55,66,7,3,5,56,56,56,2,3,1,3,3,2,56.0,2.0,2.6667,0.9821,0.9821,0.0545,0.0357,3.5,0.8333,0.0909,10,1
59,73,9,2,6,55,56,56,3,2,3,7,3,3,55.6667,2.6667,4.3333,1.0599,1.0727,0.0339,0.0479,3.375,0.8082,0.1017,11,1
61,79,7,1,6,59,55,56,2,3,2,9,7,3,56.6667,2.3333,6.3333,1.0765,1.0339,0.0164,0.0412,3.0,0.7722,0.0984,12,1
72,87,9,1,9,61,59,55,1,2,3,7,9,7,58.3333,2.0,7.6667,1.2343,1.1803,0.0139,0.0343,4.5,0.8276,0.125,1,0
77,87,2,2,9,72,61,59,1,1,2,9,7,9,64.0,1.3333,8.3333,1.2031,1.0694,0.026,0.0208,1.5,0.8851,0.1169,2,0
81,89,6,4,8,77,72,61,2,1,1,2,9,7,70.0,1.3333,6.0,1.1571,1.0519,0.0494,0.019,4.5,0.9101,0.0988,3,0
13,21,4,5,0,8,8,6,2,1,1,7,7,2,7.3333,1.3333,5.3333,1.7727,1.625,0.3846,0.1818,3.0,0.619,0.0,9,1
15,23,3,1,0,13,8,8,5,2,1,4,7,7,9.6667,2.6667,6.0,1.5517,1.1538,0.0667,0.2759,1.125,0.6522,0.0,10,1
20,30,7,0,1,15,13,8,1,5,2,3,4,7,12.0,2.6667,4.6667,1.6667,1.3333,0.0,0.2222,2.625,0.6667,0.05,11,1
20,33,6,3,1,20,15,13,0,1,5,7,3,4,16.0,2.0,4.6667,1.25,1.0,0.15,0.125,3.0,0.6061,0.05,12,1
22,30,1,4,2,20,20,15,3,0,1,6,7,3,18.3333,1.3333,5.3333,1.2,1.1,0.1818,0.0727,0.75,0.7333,0.0909,1,1
26,32,4,2,3,22,20,20,4,3,0,1,6,7,20.6667,2.3333,4.6667,1.2581,1.1818,0.0769,0.1129,1.7143,0.8125,0.1154,2,1
25,34,5,3,4,26,22,20,2,4,3,4,1,6,22.6667,3.0,3.6667,1.1029,0.9615,0.12,0.1324,1.6667,0.7353,0.16,3,1
27,35,2,1,4,25,26,22,3,2,4,5,4,1,24.3333,3.0,3.3333,1.1096,1.08,0.037,0.1233,0.6667,0.7714,0.1481,4,1
33,39,5,1,5,27,25,26,1,3,2,2,5,4,26.0,2.0,3.6667,1.2692,1.2222,0.0303,0.0769,2.5,0.8462,0.1515,5,0
34,45,7,1,4,33,27,25,1,1,3,5,2,5,28.3333,1.6667,4.0,1.2,1.0303,0.0294,0.0588,4.2,0.7556,0.1176,6,1
35,46,4,3,4,34,33,27,1,1,1,7,5,2,31.3333,1.0,4.6667,1.117,1.0294,0.0857,0.0319,4.0,0.7609,0.1143,7,1
39,47,4,3,3,35,34,33,3,1,1,4,7,5,34.0,1.6667,5.3333,1.1471,1.1143,0.0769,0.049,2.4,0.8298,0.0769,8,0
42,51,5,1,4,39,35,34,3,3,1,4,4,7,36.0,2.3333,5.0,1.1667,1.0769,0.0238,0.0648,2.1429,0.8235,0.0952,9,0
45,52,4,3,4,42,39,35,1,3,3,5,4,4,38.6667,2.3333,4.3333,1.1638,1.0714,0.0667,0.0603,1.7143,0.8654,0.0889,10,0
44,56,7,3,3,45,42,39,3,1,3,4,5,4,42.0,2.3333,4.3333,1.0476,0.9778,0.0682,0.0556,3.0,0.7857,0.0682,11,0
48,54,0,2,4,44,45,42,3,3,1,7,4,5,43.6667,2.3333,5.3333,1.0992,1.0909,0.0417,0.0534,0.0,0.8889,0.0833,12,0
50,53,1,2,4,48,44,45,2,3,3,0,7,4,45.6667,2.6667,3.6667,1.0949,1.0417,0.04,0.0584,0.375,0.9434,0.08,1,0
48,50,1,4,5,50,48,44,2,2,3,1,0,7,47.3333,2.3333,2.6667,1.0141,0.96,0.0833,0.0493,0.4286,0.96,0.1042,2,0
49,58,8,0,5,48,50,48,4,2,2,1,1,0,48.6667,2.6667,0.6667,1.0068,1.0208,0.0,0.0548,3.0,0.8448,0.102,3,0
49,60,3,1,4,49,48,50,0,4,2,8,1,1,49.0,2.0,3.3333,1.0,1.0,0.0204,0.0408,1.5,0.8167,0.0816,4,0
52,60,3,3,4,49,49,48,1,0,4,3,8,1,48.6667,1.6667,4.0,1.0685,1.0612,0.0577,0.0342,1.8,0.8667,0.0769,5,0
55,59,1,2,7,52,49,49,3,1,0,3,3,8,50.0,1.3333,4.6667,1.1,1.0577,0.0364,0.0267,0.75,0.9322,0.1273,6,0
58,62,3,0,7,55,52,49,2,3,1,1,3,3,52.0,2.0,2.3333,1.1154,1.0545,0.0,0.0385,1.5,0.9355,0.1207,7,0
58,63,2,1,7,58,55,52,0,2,3,3,1,3,55.0,1.6667,2.3333,1.0545,1.0,0.0172,0.0303,1.2,0.9206,0.1207,8,0
58,63,3,3,6,58,58,55,1,0,2,2,3,1,57.0,1.0,2.0,1.0175,1.0,0.0517,0.0175,3.0,0.9206,0.1034,9,0
59,64,3,2,6,58,58,58,3,1,0,3,2,3,58.0,1.3333,2.6667,1.0172,1.0172,0.0339,0.023,2.25,0.9219,0.1017,10,0
59,70,7,1,5,59,58,58,2,3,1,3,3,2,58.3333,2.0,2.6667,1.0114,1.0,0.0169,0.0343,3.5,0.8429,0.0847,11,0
59,76,8,2,6,59,59,58,1,2,3,7,3,3,58.6667,2.0,4.3333,1.0057,1.0,0.0339,0.0341,4.0,0.7763,0.1017,12,1
65,80,7,3,8,59,59,59,2,1,2,8,7,3,59.0,1.6667,6.0,1.1017,1.1017,0.0462,0.0282,4.2,0.8125,0.1231,1,0
68,81,6,5,7,65,59,59,3,2,1,7,8,7,61.0,2.0,7.3333,1.1148,1.0462,0.0735,0.0328,3.0,0.8395,0.1029,2,1
72,87,8,2,7,68,65,59,5,3,2,6,7,8,64.0,3.3333,7.0,1.125,1.0588,0.0278,0.0521,2.4,0.8276,0.0972,3,1
12,21,7,1,0,9,8,6,0,1,0,2,4,1,7.6667,0.3333,2.3333,1.5652,1.3333,0.0833,0.0435,21.0,0.5714,0.0,7,1
11,25,7,3,0,12,9,8,1,0,1,7,2,4,9.6667,0.6667,4.3333,1.1379,0.9167,0.2727,0.069,10.5,0.44,0.0,8,1
16,29,5,1,0,11,12,9,3,1,0,7,7,2,10.6667,1.3333,5.3333,1.5,1.4545,0.0625,0.125,3.75,0.5517,0.0,9,1
21,30,3,2,1,16,11,12,1,3,1,5,7,7,13.0,1.6667,6.3333,1.6154,1.3125,0.0952,0.1282,1.8,0.7,0.0476,10,1
23,30,4,4,2,21,16,11,2,1,3,3,5,7,16.0,2.0,5.0,1.4375,1.0952,0.1739,0.125,2.0,0.7667,0.087,11,0
24,31,3,2,2,23,21,16,4,2,1,4,3,5,20.0,2.3333,4.0,1.2,1.0435,0.0833,0.1167,1.2857,0.7742,0.0833,12,1
26,33,4,2,2,24,23,21,2,4,2,3,4,3,22.6667,2.6667,3.3333,1.1471,1.0833,0.0769,0.1176,1.5,0.7879,0.0769,1,0
25,35,4,2,2,26,24,23,2,2,4,4,3,4,24.3333,2.6667,3.6667,1.0274,0.9615,0.08,0.1096,1.5,0.7143,0.08,2,0
30,36,2,1,4,25,26,24,2,2,2,4,4,3,25.0,2.0,3.6667,1.2,1.2,0.0333,0.08,1.0,0.8333,0.1333,3,0
30,36,3,3,3,30,25,26,1,2,2,2,4,4,27.0,1.6667,3.3333,1.1111,1.0,0.1,0.0617,1.8,0.8333,0.1,4,0
30,36,3,3,4,30,30,25,3,1,2,3,2,4,28.3333,2.0,3.0,1.0588,1.0,0.1,0.0706,1.5,0.8333,0.1333,5,0
31,39,5,2,4,30,30,30,3,3,1,3,3,2,30.0,2.3333,2.6667,1.0333,1.0333,0.0645,0.0778,2.1429,0.7949,0.129,6,0
31,41,3,1,4,31,30,30,2,3,3,5,3,3,30.3333,2.6667,3.6667,1.022,1.0,0.0323,0.0879,1.125,0.7561,0.129,7,0
34,39,2,4,5,31,31,30,1,2,3,3,5,3,30.6667,2.0,3.6667,1.1087,1.0968,0.1176,0.0652,1.0,0.8718,0.1471,8,0
34,38,2,3,6,34,31,31,4,1,2,2,3,5,32.0,2.3333,3.3333,1.0625,1.0,0.0882,0.0729,0.8571,0.8947,0.1765,9,0
34,41,5,2,6,34,34,31,3,4,1,2,2,3,33.0,2.6667,2.3333,1.0303,1.0,0.0588,0.0808,1.875,0.8293,0.1765,10,1
33,46,8,3,6,34,34,34,2,3,4,5,2,2,34.0,3.0,3.0,0.9706,0.9706,0.0909,0.0882,2.6667,0.7174,0.1818,11,1
34,48,3,1,6,33,34,34,3,2,3,8,5,2,33.6667,2.6667,5.0,1.0099,1.0303,0.0294,0.0792,1.125,0.7083,0.1765,12,1
43,51,4,1,9,34,33,34,1,3,2,3,8,5,33.6667,2.0,5.3333,1.2772,1.2647,0.0233,0.0594,2.0,0.8431,0.2093,1,0
45,53,4,2,10,43,34,33,1,1,3,4,3,8,36.6667,1.6667,5.0,1.2273,1.0465,0.0444,0.0455,2.4,0.8491,0.2222,2,0
48,54,2,1,10,45,43,34,2,1,1,4,4,3,40.6667,1.3333,3.6667,1.1803,1.0667,0.0208,0.0328,1.5,0.8889,0.2083,3,0
51,57,3,0,10,48,45,43,1,2,1,2,4,4,45.3333,1.3333,3.3333,1.125,1.0625,0.0,0.0294,2.25,0.8947,0.1961,4,0
52,57,1,1,11,51,48,45,0,1,2,3,2,4,48.0,1.0,3.0,1.0833,1.0196,0.0192,0.0208,1.0,0.9123,0.2115,5,0
53,58,4,3,12,52,51,48,1,0,1,1,3,2,50.3333,0.6667,2.0,1.053,1.0192,0.0566,0.0132,6.0,0.9138,0.2264,6,0
54,64,6,0,12,53,52,51,3,1,0,4,1,3,52.0,1.3333,2.6667,1.0385,1.0189,0.0,0.0256,4.5,0.8438,0.2222,7,0
53,66,6,4,11,54,53,52,0,3,1,6,4,1,53.0,1.3333,3.6667,1.0,0.9815,0.0755,0.0252,4.5,0.803,0.2075,8,0
54,62,2,6,10,53,54,53,4,0,3,6,6,4,53.3333,2.3333,5.3333,1.0125,1.0189,0.1111,0.0438,0.8571,0.871,0.1852,9,0
58,65,6,3,10,54,53,54,6,4,0,2,6,6,53.6667,3.3333,4.6667,1.0807,1.0741,0.0517,0.0621,1.8,0.8923,0.1724,10,0
57,66,3,2,10,58,54,53,3,6,4,6,2,6,55.0,4.3333,4.6667,1.0364,0.9828,0.0351,0.0788,0.6923,0.8636,0.1754,11,0
61,65,1,2,10,57,58,54,2,3,6,3,6,2,56.3333,3.6667,3.6667,1.0828,1.0702,0.0328,0.0651,0.2727,0.9385,0.1639,12,0
61,72,9,2,10,61,57,58,2,2,3,1,3,6,58.6667,2.3333,3.3333,1.0398,1.0,0.0328,0.0398,3.8571,0.8472,0.1639,1,0
61,74,4,2,11,61,61,57,2,2,2,9,1,3,59.6667,2.0,4.3333,1.0223,1.0,0.0328,0.0335,2.0,0.8243,0.1803,2,0
68,75,2,1,11,61,61,61,2,2,2,4,9,1,61.0,2.0,4.6667,1.1148,1.1148,0.0147,0.0328,1.0,0.9067,0.1618,3,0
10,21,5,1,0,7,2,0,0,0,1,5,5,6,3.0,0.3333,5.3333,3.3333,1.4286,0.1,0.1111,15.0,0.4762,0.0,5,1
16,25,5,1,1,10,7,2,1,0,0,5,5,5,6.3333,0.3333,5.0,2.5263,1.6,0.0625,0.0526,15.0,0.64,0.0625,6,0
17,24,4,5,1,16,10,7,1,1,0,5,5,5,11.0,0.6667,5.0,1.5455,1.0625,0.2941,0.0606,6.0,0.7083,0.0588,7,0
19,24,3,3,1,17,16,10,5,1,1,4,5,5,14.3333,2.3333,4.6667,1.3256,1.1176,0.1579,0.1628,1.2857,0.7917,0.0526,8,0
18,22,1,3,1,19,17,16,3,5,1,3,4,5,17.3333,3.0,4.0,1.0385,0.9474,0.1667,0.1731,0.3333,0.8182,0.0556,9,0
17,23,5,4,1,18,19,17,3,3,5,1,3,4,18.0,3.6667,2.6667,0.9444,0.9444,0.2353,0.2037,1.3636,0.7391,0.0588,10,1
17,32,11,2,1,17,18,19,4,3,3,5,1,3,18.0,3.3333,3.0,0.9444,1.0,0.1176,0.1852,3.3,0.5312,0.0588,11,1
21,40,8,0,1,17,17,18,2,4,3,11,5,1,17.3333,3.0,5.6667,1.2115,1.2353,0.0,0.1731,2.6667,0.525,0.0476,12,1
30,39,4,5,1,21,17,17,0,2,4,8,11,5,18.3333,2.0,8.0,1.6364,1.4286,0.1667,0.1091,2.0,0.7692,0.0333,1,1
35,42,4,1,2,30,21,17,5,0,2,4,8,11,22.6667,2.3333,7.6667,1.5441,1.1667,0.0286,0.1029,1.7143,0.8333,0.0571,2,0
