row_key,district_name,crime_head,month,district_id,crime_head_id,month_index,month_of_year,lag_1,lag_2,lag_3,lag_12,roll_3,roll_6,roll_12,district_lag_1,head_share,target
15-1-2024-06,Mandya,Crimes Against Body,2024-06,15,1,24293,6,1,3,5,3,3.0,2.667,3.083,16,0.0625,2
15-1-2024-07,Mandya,Crimes Against Body,2024-07,15,1,24294,7,2,1,3,6,2.0,2.833,3.0,33,0.0606,2
15-1-2024-08,Mandya,Crimes Against Body,2024-08,15,1,24295,8,2,2,1,3,1.667,2.5,2.667,16,0.125,5
15-1-2024-09,Mandya,Crimes Against Body,2024-09,15,1,24296,9,5,2,2,3,3.0,3.0,2.833,30,0.1667,4
15-1-2024-10,Mandya,Crimes Against Body,2024-10,15,1,24297,10,4,5,2,2,3.667,2.833,2.917,22,0.1818,1
15-1-2024-11,Mandya,Crimes Against Body,2024-11,15,1,24298,11,1,4,5,4,3.333,2.5,2.833,32,0.0312,4
15-1-2024-12,Mandya,Crimes Against Body,2024-12,15,1,24299,12,4,1,4,1,3.0,3.0,2.833,37,0.1081,1
15-1-2025-01,Mandya,Crimes Against Body,2025-01,15,1,24300,1,1,4,1,4,2.0,2.833,2.833,19,0.0526,3
15-1-2025-02,Mandya,Crimes Against Body,2025-02,15,1,24301,2,3,1,4,2,2.667,3.0,2.75,24,0.125,3
15-1-2025-03,Mandya,Crimes Against Body,2025-03,15,1,24302,3,3,3,1,5,2.333,2.667,2.833,19,0.1579,3
15-1-2025-04,Mandya,Crimes Against Body,2025-04,15,1,24303,4,3,3,3,3,3.0,2.5,2.667,31,0.0968,3
15-1-2025-05,Mandya,Crimes Against Body,2025-05,15,1,24304,5,3,3,3,1,3.0,2.833,2.667,15,0.2,4
15-1-2025-06,Mandya,Crimes Against Body,2025-06,15,1,24305,6,4,3,3,2,3.333,2.833,2.917,21,0.1905,1
15-1-2025-07,Mandya,Crimes Against Body,2025-07,15,1,24306,7,1,4,3,2,2.667,2.833,2.833,13,0.0769,3
15-1-2025-08,Mandya,Crimes Against Body,2025-08,15,1,24307,8,3,1,4,5,2.667,2.833,2.917,21,0.1429,2
15-1-2025-09,Mandya,Crimes Against Body,2025-09,15,1,24308,9,2,3,1,4,2.0,2.667,2.667,15,0.1333,6
15-1-2025-10,Mandya,Crimes Against Body,2025-10,15,1,24309,10,6,2,3,1,3.667,3.167,2.833,25,0.24,3
15-1-2025-11,Mandya,Crimes Against Body,2025-11,15,1,24310,11,3,6,2,4,3.667,3.167,3.0,25,0.12,7
15-1-2025-12,Mandya,Crimes Against Body,2025-12,15,1,24311,12,7,3,6,1,5.333,3.667,3.25,34,0.2059,2
15-1-2026-01,Mandya,Crimes Against Body,2026-01,15,1,24312,1,2,7,3,3,4.0,3.833,3.333,19,0.1053,6
15-1-2026-02,Mandya,Crimes Against Body,2026-02,15,1,24313,2,6,2,7,3,5.0,4.333,3.583,38,0.1579,4
15-1-2026-03,Mandya,Crimes Against Body,2026-03,15,1,24314,3,4,6,2,3,4.0,4.667,3.667,34,0.1176,10
15-1-2026-04,Mandya,Crimes Against Body,2026-04,15,1,24315,4,10,4,6,3,6.667,5.333,4.25,46,0.2174,4
15-1-2026-05,Mandya,Crimes Against Body,2026-05,15,1,24316,5,4,10,4,4,6.0,5.5,4.333,43,0.093,4
15-1-2026-06,Mandya,Crimes Against Body,2026-06,15,1,24317,6,4,4,10,1,6.0,5.0,4.333,39,0.1026,8
15-2-2024-02,Mandya,Crimes Against Property,2024-02,15,2,24289,2,7,4,8,6,6.333,8.5,7.5,21,0.3333,5
15-2-2024-03,Mandya,Crimes Against Property,2024-03,15,2,24290,3,5,7,4,4,5.333,7.833,7.417,15,0.3333,6
15-2-2024-04,Mandya,Crimes Against Property,2024-04,15,2,24291,4,6,5,7,5,6.0,7.167,7.583,28,0.2143,5
15-2-2024-05,Mandya,Crimes Against Property,2024-05,15,2,24292,5,5,6,5,4,5.333,5.833,7.583,17,0.2941,8
15-2-2024-06,Mandya,Crimes Against Property,2024-06,15,2,24293,6,8,5,6,3,6.333,5.833,7.917,16,0.5,13
15-2-2024-07,Mandya,Crimes Against Property,2024-07,15,2,24294,7,13,8,5,17,8.667,7.333,8.75,33,0.3939,8
15-2-2024-08,Mandya,Crimes Against Property,2024-08,15,2,24295,8,8,13,8,9,9.667,7.5,8.0,16,0.5,12
15-2-2024-09,Mandya,Crimes Against Property,2024-09,15,2,24296,9,12,8,13,10,11.0,8.667,8.25,30,0.4,4
15-2-2024-10,Mandya,Crimes Against Property,2024-10,15,2,24297,10,4,12,8,13,8.0,8.333,7.75,22,0.1818,21
15-2-2024-11,Mandya,Crimes Against Property,2024-11,15,2,24298,11,21,4,12,8,12.333,11.0,8.417,32,0.6562,20
15-2-2024-12,Mandya,Crimes Against Property,2024-12,15,2,24299,12,20,21,4,4,15.0,13.0,9.417,37,0.5405,10
15-2-2025-01,Mandya,Crimes Against Property,2025-01,15,2,24300,1,10,20,21,7,17.0,12.5,9.917,19,0.5263,10
15-2-2025-02,Mandya,Crimes Against Property,2025-02,15,2,24301,2,10,10,20,5,13.333,12.833,10.167,24,0.4167,7
15-2-2025-03,Mandya,Crimes Against Property,2025-03,15,2,24302,3,7,10,10,6,9.0,12.0,10.333,19,0.3684,12
15-2-2025-04,Mandya,Crimes Against Property,2025-04,15,2,24303,4,12,7,10,5,9.667,13.333,10.833,31,0.3871,5
15-2-2025-05,Mandya,Crimes Against Property,2025-05,15,2,24304,5,5,12,7,8,8.0,10.667,10.833,15,0.3333,4
15-2-2025-06,Mandya,Crimes Against Property,2025-06,15,2,24305,6,4,5,12,13,7.0,8.0,10.5,21,0.1905,4
15-2-2025-07,Mandya,Crimes Against Property,2025-07,15,2,24306,7,4,4,5,8,4.333,7.0,9.75,13,0.3077,9
15-2-2025-08,Mandya,Crimes Against Property,2025-08,15,2,24307,8,9,4,4,12,5.667,6.833,9.833,21,0.4286,5
15-2-2025-09,Mandya,Crimes Against Property,2025-09,15,2,24308,9,5,9,4,4,6.0,6.5,9.25,15,0.3333,5
15-2-2025-10,Mandya,Crimes Against Property,2025-10,15,2,24309,10,5,5,9,21,6.333,5.333,9.333,25,0.2,10
15-2-2025-11,Mandya,Crimes Against Property,2025-11,15,2,24310,11,10,5,5,20,6.667,6.167,8.417,25,0.4,22
15-2-2025-12,Mandya,Crimes Against Property,2025-12,15,2,24311,12,22,10,5,10,12.333,9.167,8.583,34,0.6471,8
15-2-2026-01,Mandya,Crimes Against Property,2026-01,15,2,24312,1,8,22,10,10,13.333,9.833,8.417,19,0.4211,11
15-2-2026-02,Mandya,Crimes Against Property,2026-02,15,2,24313,2,11,8,22,7,13.667,10.167,8.5,38,0.2895,14
15-2-2026-03,Mandya,Crimes Against Property,2026-03,15,2,24314,3,14,11,8,12,11.0,11.667,9.083,34,0.4118,11
15-2-2026-04,Mandya,Crimes Against Property,2026-04,15,2,24315,4,11,14,11,5,12.0,12.667,9.0,46,0.2391,9
15-2-2026-05,Mandya,Crimes Against Property,2026-05,15,2,24316,5,9,11,14,4,11.333,12.5,9.333,43,0.2093,17
15-2-2026-06,Mandya,Crimes Against Property,2026-06,15,2,24317,6,17,9,11,4,12.333,11.667,10.417,39,0.4359,12
15-3-2024-02,Mandya,Crimes Against Women,2024-02,15,3,24289,2,3,4,0,1,2.333,2.333,1.75,21,0.1429,0
15-3-2024-03,Mandya,Crimes Against Women,2024-03,15,3,24290,3,0,3,4,1,2.333,2.167,1.667,15,0.0,3
15-3-2024-04,Mandya,Crimes Against Women,2024-04,15,3,24291,4,3,0,3,1,2.0,1.833,1.833,28,0.1071,2
15-3-2024-05,Mandya,Crimes Against Women,2024-05,15,3,24292,5,2,3,0,1,1.667,2.0,1.917,17,0.1176,3
15-3-2024-06,Mandya,Crimes Against Women,2024-06,15,3,24293,6,3,2,3,1,2.667,2.5,2.083,16,0.1875,1
15-3-2024-07,Mandya,Crimes Against Women,2024-07,15,3,24294,7,1,3,2,2,2.0,2.0,2.083,33,0.0303,0
15-3-2024-08,Mandya,Crimes Against Women,2024-08,15,3,24295,8,0,1,3,1,1.333,1.5,1.917,16,0.0,0
15-3-2024-09,Mandya,Crimes Against Women,2024-09,15,3,24296,9,0,0,1,5,0.333,1.5,1.833,30,0.0,1
15-3-2024-10,Mandya,Crimes Against Women,2024-10,15,3,24297,10,1,0,0,1,0.333,1.167,1.5,22,0.0455,3
15-3-2024-11,Mandya,Crimes Against Women,2024-11,15,3,24298,11,3,1,0,0,1.333,1.333,1.667,32,0.0938,3
15-3-2024-12,Mandya,Crimes Against Women,2024-12,15,3,24299,12,3,3,1,4,2.333,1.333,1.917,37,0.0811,0
15-3-2025-01,Mandya,Crimes Against Women,2025-01,15,3,24300,1,0,3,3,3,2.0,1.167,1.583,19,0.0,2
15-3-2025-02,Mandya,Crimes Against Women,2025-02,15,3,24301,2,2,0,3,0,1.667,1.5,1.5,24,0.0833,3
15-3-2025-03,Mandya,Crimes Against Women,2025-03,15,3,24302,3,3,2,0,3,1.667,2.0,1.75,19,0.1579,5
15-3-2025-04,Mandya,Crimes Against Women,2025-04,15,3,24303,4,5,3,2,2,3.333,2.667,1.917,31,0.1613,0
15-3-2025-05,Mandya,Crimes Against Women,2025-05,15,3,24304,5,0,5,3,3,2.667,2.167,1.75,15,0.0,2
15-3-2025-06,Mandya,Crimes Against Women,2025-06,15,3,24305,6,2,0,5,1,2.333,2.0,1.667,21,0.0952,0
15-3-2025-07,Mandya,Crimes Against Women,2025-07,15,3,24306,7,0,2,0,0,0.667,2.0,1.583,13,0.0,0
15-3-2025-08,Mandya,Crimes Against Women,2025-08,15,3,24307,8,0,0,2,0,0.667,1.667,1.583,21,0.0,2
15-3-2025-09,Mandya,Crimes Against Women,2025-09,15,3,24308,9,2,0,0,1,0.667,1.5,1.75,15,0.1333,5
15-3-2025-10,Mandya,Crimes Against Women,2025-10,15,3,24309,10,5,2,0,3,2.333,1.5,2.083,25,0.2,2
15-3-2025-11,Mandya,Crimes Against Women,2025-11,15,3,24310,11,2,5,2,3,3.0,1.833,2.0,25,0.08,0
15-3-2025-12,Mandya,Crimes Against Women,2025-12,15,3,24311,12,0,2,5,0,2.333,1.5,1.75,34,0.0,1
15-3-2026-01,Mandya,Crimes Against Women,2026-01,15,3,24312,1,1,0,2,2,1.0,1.667,1.833,19,0.0526,5
15-3-2026-02,Mandya,Crimes Against Women,2026-02,15,3,24313,2,5,1,0,3,2.0,2.5,2.083,38,0.1316,2
15-3-2026-03,Mandya,Crimes Against Women,2026-03,15,3,24314,3,2,5,1,5,2.667,2.5,2.0,34,0.0588,6
15-3-2026-04,Mandya,Crimes Against Women,2026-04,15,3,24315,4,6,2,5,0,4.333,2.667,2.083,46,0.1304,6
15-3-2026-05,Mandya,Crimes Against Women,2026-05,15,3,24316,5,6,6,2,2,4.667,3.333,2.583,43,0.1395,2
15-3-2026-06,Mandya,Crimes Against Women,2026-06,15,3,24317,6,2,6,6,0,4.667,3.667,2.583,39,0.0513,3
15-4-2024-02,Mandya,Cyber Crime,2024-02,15,4,24289,2,4,4,3,3,3.667,4.333,3.25,21,0.1905,3
15-4-2024-03,Mandya,Cyber Crime,2024-03,15,4,24290,3,3,4,4,1,3.667,4.167,3.25,15,0.2,7
15-4-2024-04,Mandya,Cyber Crime,2024-04,15,4,24291,4,7,3,4,0,4.667,4.667,3.75,28,0.25,5
15-4-2024-05,Mandya,Cyber Crime,2024-05,15,4,24292,5,5,7,3,6,5.0,4.333,4.167,17,0.2941,2
15-4-2024-06,Mandya,Cyber Crime,2024-06,15,4,24293,6,2,5,7,1,4.667,4.167,3.833,16,0.125,5
15-4-2024-07,Mandya,Cyber Crime,2024-07,15,4,24294,7,5,2,5,2,4.0,4.333,4.167,33,0.1515,4
15-4-2024-08,Mandya,Cyber Crime,2024-08,15,4,24295,8,4,5,2,4,3.667,4.333,4.333,16,0.25,9
15-4-2024-09,Mandya,Cyber Crime,2024-09,15,4,24296,9,9,4,5,4,6.0,5.333,4.75,30,0.3,8
15-4-2024-10,Mandya,Cyber Crime,2024-10,15,4,24297,10,8,9,4,7,7.0,5.5,5.083,22,0.3636,5
15-4-2024-11,Mandya,Cyber Crime,2024-11,15,4,24298,11,5,8,9,3,7.333,5.5,4.917,32,0.1562,5
15-4-2024-12,Mandya,Cyber Crime,2024-12,15,4,24299,12,5,5,8,4,6.0,6.0,5.083,37,0.1351,4
15-4-2025-01,Mandya,Cyber Crime,2025-01,15,4,24300,1,4,5,5,4,4.667,5.833,5.083,19,0.2105,4
15-4-2025-02,Mandya,Cyber Crime,2025-02,15,4,24301,2,4,4,5,3,4.333,5.833,5.083,24,0.1667,2
15-4-2025-03,Mandya,Cyber Crime,2025-03,15,4,24302,3,2,4,4,7,3.333,4.667,5.0,19,0.1053,6
15-4-2025-04,Mandya,Cyber Crime,2025-04,15,4,24303,4,6,2,4,5,4.0,4.333,4.917,31,0.1935,3
15-4-2025-05,Mandya,Cyber Crime,2025-05,15,4,24304,5,3,6,2,2,3.667,4.0,4.75,15,0.2,4
15-4-2025-06,Mandya,Cyber Crime,2025-06,15,4,24305,6,4,3,6,5,4.333,3.833,4.917,21,0.1905,3
15-4-2025-07,Mandya,Cyber Crime,2025-07,15,4,24306,7,3,4,3,4,3.333,3.667,4.75,13,0.2308,3
15-4-2025-08,Mandya,Cyber Crime,2025-08,15,4,24307,8,3,3,4,9,3.333,3.5,4.667,21,0.1429,3
15-4-2025-09,Mandya,Cyber Crime,2025-09,15,4,24308,9,3,3,3,8,3.0,3.667,4.167,15,0.2,8
15-4-2025-10,Mandya,Cyber Crime,2025-10,15,4,24309,10,8,3,3,5,4.667,4.0,4.167,25,0.32,6
15-4-2025-11,Mandya,Cyber Crime,2025-11,15,4,24310,11,6,8,3,5,5.667,4.5,4.25,25,0.24,2
15-4-2025-12,Mandya,Cyber Crime,2025-12,15,4,24311,12,2,6,8,4,5.333,4.167,4.0,34,0.0588,4
15-4-2026-01,Mandya,Cyber Crime,2026-01,15,4,24312,1,4,2,6,4,4.0,4.333,4.0,19,0.2105,9
15-4-2026-02,Mandya,Cyber Crime,2026-02,15,4,24313,2,9,4,2,2,5.0,5.333,4.417,38,0.2368,7
15-4-2026-03,Mandya,Cyber Crime,2026-03,15,4,24314,3,7,9,4,6,6.667,6.0,4.833,34,0.2059,9
15-4-2026-04,Mandya,Cyber Crime,2026-04,15,4,24315,4,9,7,9,3,8.333,6.167,5.083,46,0.1957,12
15-4-2026-05,Mandya,Cyber Crime,2026-05,15,4,24316,5,12,9,7,4,9.333,7.167,5.833,43,0.2791,5
15-4-2026-06,Mandya,Cyber Crime,2026-06,15,4,24317,6,5,12,9,3,8.667,7.667,5.917,39,0.1282,8
15-5-2024-06,Mandya,Economic Offences,2024-06,15,5,24293,6,0,2,4,1,2.0,1.333,1.5,16,0.0,4
15-5-2024-07,Mandya,Economic Offences,2024-07,15,5,24294,7,4,0,2,1,2.0,2.0,1.75,33,0.1212,1
15-5-2024-08,Mandya,Economic Offences,2024-08,15,5,24295,8,1,4,0,3,1.667,2.167,1.75,16,0.0625,3
15-5-2024-09,Mandya,Economic Offences,2024-09,15,5,24296,9,3,1,4,1,2.667,2.333,1.75,30,0.1,3
15-5-2024-10,Mandya,Economic Offences,2024-10,15,5,24297,10,3,3,1,1,2.333,2.167,1.917,22,0.1364,0
15-5-2024-11,Mandya,Economic Offences,2024-11,15,5,24298,11,0,3,3,3,2.0,1.833,1.833,32,0.0,1
15-5-2024-12,Mandya,Economic Offences,2024-12,15,5,24299,12,1,0,3,0,1.333,2.0,1.667,37,0.027,1
15-5-2025-01,Mandya,Economic Offences,2025-01,15,5,24300,1,1,1,0,0,0.667,1.5,1.75,19,0.0526,4
15-5-2025-02,Mandya,Economic Offences,2025-02,15,5,24301,2,4,1,1,2,2.0,2.0,2.083,24,0.1667,2
15-5-2025-03,Mandya,Economic Offences,2025-03,15,5,24302,3,2,4,1,4,2.333,1.833,2.083,19,0.1053,2
15-5-2025-04,Mandya,Economic Offences,2025-04,15,5,24303,4,2,2,4,2,2.667,1.667,1.917,31,0.0645,1
15-5-2025-05,Mandya,Economic Offences,2025-05,15,5,24304,5,1,2,2,0,1.667,1.833,1.833,15,0.0667,2
15-5-2025-06,Mandya,Economic Offences,2025-06,15,5,24305,6,2,1,2,4,1.667,2.0,2.0,21,0.0952,1
15-5-2025-07,Mandya,Economic Offences,2025-07,15,5,24306,7,1,2,1,1,1.333,2.0,1.75,13,0.0769,1
15-5-2025-08,Mandya,Economic Offences,2025-08,15,5,24307,8,1,1,2,3,1.333,1.5,1.75,21,0.0476,2
15-5-2025-09,Mandya,Economic Offences,2025-09,15,5,24308,9,2,1,1,3,1.333,1.5,1.667,15,0.1333,1
15-5-2025-10,Mandya,Economic Offences,2025-10,15,5,24309,10,1,2,1,0,1.333,1.333,1.5,25,0.04,4
15-5-2025-11,Mandya,Economic Offences,2025-11,15,5,24310,11,4,1,2,1,2.333,1.833,1.833,25,0.16,1
15-5-2025-12,Mandya,Economic Offences,2025-12,15,5,24311,12,1,4,1,1,2.0,1.667,1.833,34,0.0294,2
15-5-2026-01,Mandya,Economic Offences,2026-01,15,5,24312,1,2,1,4,4,2.333,1.833,1.917,19,0.1053,4
15-5-2026-02,Mandya,Economic Offences,2026-02,15,5,24313,2,4,2,1,2,2.333,2.333,1.917,38,0.1053,0
15-5-2026-03,Mandya,Economic Offences,2026-03,15,5,24314,3,0,4,2,2,2.0,2.0,1.75,34,0.0,3
15-5-2026-04,Mandya,Economic Offences,2026-04,15,5,24315,4,3,0,4,1,2.333,2.333,1.833,46,0.0652,2
15-5-2026-05,Mandya,Economic Offences,2026-05,15,5,24316,5,2,3,0,2,1.667,2.0,1.917,43,0.0465,2
15-5-2026-06,Mandya,Economic Offences,2026-06,15,5,24317,6,2,2,3,1,2.333,2.167,1.917,39,0.0513,1
15-6-2024-04,Mandya,NDPS,2024-04,15,6,24291,4,0,3,1,0,1.333,0.833,0.667,28,0.0,0
15-6-2024-05,Mandya,NDPS,2024-05,15,6,24292,5,0,0,3,0,1.0,0.833,0.667,17,0.0,0
15-6-2024-06,Mandya,NDPS,2024-06,15,6,24293,6,0,0,0,1,0.0,0.833,0.667,16,0.0,3
15-6-2024-07,Mandya,NDPS,2024-07,15,6,24294,7,3,0,0,0,1.0,1.167,0.833,33,0.0909,0
15-6-2024-08,Mandya,NDPS,2024-08,15,6,24295,8,0,3,0,0,1.0,1.0,0.833,16,0.0,0
15-6-2024-09,Mandya,NDPS,2024-09,15,6,24296,9,0,0,3,2,1.0,0.5,0.833,30,0.0,0
15-6-2024-10,Mandya,NDPS,2024-10,15,6,24297,10,0,0,0,0,0.0,0.5,0.667,22,0.0,1
15-6-2024-11,Mandya,NDPS,2024-11,15,6,24298,11,1,0,0,0,0.333,0.667,0.75,32,0.0312,0
15-6-2024-12,Mandya,NDPS,2024-12,15,6,24299,12,0,1,0,1,0.333,0.667,0.75,37,0.0,1
15-6-2025-01,Mandya,NDPS,2025-01,15,6,24300,1,1,0,1,1,0.667,0.333,0.75,19,0.0526,0
15-6-2025-02,Mandya,NDPS,2025-02,15,6,24301,2,0,1,0,3,0.333,0.333,0.667,24,0.0,1
15-6-2025-03,Mandya,NDPS,2025-03,15,6,24302,3,1,0,1,0,0.667,0.5,0.5,19,0.0526,1
15-6-2025-04,Mandya,NDPS,2025-04,15,6,24303,4,1,1,0,0,0.667,0.667,0.583,31,0.0323,1
15-6-2025-05,Mandya,NDPS,2025-05,15,6,24304,5,1,1,1,0,1.0,0.667,0.667,15,0.0667,0
15-6-2025-06,Mandya,NDPS,2025-06,15,6,24305,6,0,1,1,3,0.667,0.667,0.667,21,0.0,0
15-6-2025-07,Mandya,NDPS,2025-07,15,6,24306,7,0,0,1,0,0.333,0.5,0.417,13,0.0,1
15-6-2025-08,Mandya,NDPS,2025-08,15,6,24307,8,1,0,0,0,0.333,0.667,0.5,21,0.0476,1
15-6-2025-09,Mandya,NDPS,2025-09,15,6,24308,9,1,1,0,0,0.667,0.667,0.583,15,0.0667,0
15-6-2025-10,Mandya,NDPS,2025-10,15,6,24309,10,0,1,1,1,0.667,0.5,0.583,25,0.0,0
15-6-2025-11,Mandya,NDPS,2025-11,15,6,24310,11,0,0,1,0,0.333,0.333,0.5,25,0.0,0
15-6-2025-12,Mandya,NDPS,2025-12,15,6,24311,12,0,0,0,1,0.0,0.333,0.5,34,0.0,1
15-6-2026-01,Mandya,NDPS,2026-01,15,6,24312,1,1,0,0,0,0.333,0.5,0.5,19,0.0526,1
15-6-2026-02,Mandya,NDPS,2026-02,15,6,24313,2,1,1,0,1,0.667,0.5,0.583,38,0.0263,1
15-6-2026-03,Mandya,NDPS,2026-03,15,6,24314,3,1,1,1,1,1.0,0.5,0.583,34,0.0294,0
15-6-2026-04,Mandya,NDPS,2026-04,15,6,24315,4,0,1,1,1,0.667,0.5,0.5,46,0.0,2
15-6-2026-05,Mandya,NDPS,2026-05,15,6,24316,5,2,0,1,0,1.0,0.833,0.583,43,0.0465,0
15-6-2026-06,Mandya,NDPS,2026-06,15,6,24317,6,0,2,0,0,0.667,0.833,0.583,39,0.0,3
15-7-2024-02,Mandya,Missing / UDR,2024-02,15,7,24289,2,1,1,1,1,1.0,1.167,0.833,21,0.0476,0
15-7-2024-03,Mandya,Missing / UDR,2024-03,15,7,24290,3,0,1,1,1,0.667,0.833,0.75,15,0.0,1
15-7-2024-04,Mandya,Missing / UDR,2024-04,15,7,24291,4,1,0,1,0,0.667,1.0,0.75,28,0.0357,0
15-7-2024-05,Mandya,Missing / UDR,2024-05,15,7,24292,5,0,1,0,0,0.333,0.667,0.75,17,0.0,0
15-7-2024-06,Mandya,Missing / UDR,2024-06,15,7,24293,6,0,0,1,0,0.333,0.5,0.75,16,0.0,2
15-7-2024-07,Mandya,Missing / UDR,2024-07,15,7,24294,7,2,0,0,1,0.667,0.667,0.917,33,0.0606,1
15-7-2024-08,Mandya,Missing / UDR,2024-08,15,7,24295,8,1,2,0,2,1.0,0.667,0.917,16,0.0625,1
15-7-2024-09,Mandya,Missing / UDR,2024-09,15,7,24296,9,1,1,2,0,1.333,0.833,0.833,30,0.0333,2
15-7-2024-10,Mandya,Missing / UDR,2024-10,15,7,24297,10,2,1,1,2,1.333,1.0,1.0,22,0.0909,1
15-7-2024-11,Mandya,Missing / UDR,2024-11,15,7,24298,11,1,2,1,1,1.333,1.167,0.917,32,0.0312,2
15-7-2024-12,Mandya,Missing / UDR,2024-12,15,7,24299,12,2,1,2,1,1.667,1.5,1.0,37,0.0541,1
15-7-2025-01,Mandya,Missing / UDR,2025-01,15,7,24300,1,1,2,1,1,1.333,1.333,1.0,19,0.0526,0
15-7-2025-02,Mandya,Missing / UDR,2025-02,15,7,24301,2,0,1,2,0,1.0,1.167,0.917,24,0.0,1
15-7-2025-03,Mandya,Missing / UDR,2025-03,15,7,24302,3,1,0,1,1,0.667,1.167,1.0,19,0.0526,0
15-7-2025-04,Mandya,Missing / UDR,2025-04,15,7,24303,4,0,1,0,0,0.333,0.833,0.917,31,0.0,1
15-7-2025-05,Mandya,Missing / UDR,2025-05,15,7,24304,5,1,0,1,0,0.667,0.833,1.0,15,0.0667,0
15-7-2025-06,Mandya,Missing / UDR,2025-06,15,7,24305,6,0,1,0,2,0.333,0.5,1.0,21,0.0,2
15-7-2025-07,Mandya,Missing / UDR,2025-07,15,7,24306,7,2,0,1,1,1.0,0.667,1.0,13,0.1538,2
15-7-2025-08,Mandya,Missing / UDR,2025-08,15,7,24307,8,2,2,0,1,1.333,1.0,1.083,21,0.0952,0
15-7-2025-09,Mandya,Missing / UDR,2025-09,15,7,24308,9,0,2,2,2,1.333,0.833,1.0,15,0.0,0
15-7-2025-10,Mandya,Missing / UDR,2025-10,15,7,24309,10,0,0,2,1,0.667,0.833,0.833,25,0.0,0
15-7-2025-11,Mandya,Missing / UDR,2025-11,15,7,24310,11,0,0,0,2,0.0,0.667,0.75,25,0.0,1
15-7-2025-12,Mandya,Missing / UDR,2025-12,15,7,24311,12,1,0,0,1,0.333,0.833,0.667,34,0.0294,1
15-7-2026-01,Mandya,Missing / UDR,2026-01,15,7,24312,1,1,1,0,0,0.667,0.667,0.667,19,0.0526,1
15-7-2026-02,Mandya,Missing / UDR,2026-02,15,7,24313,2,1,1,1,1,1.0,0.5,0.75,38,0.0263,1
15-7-2026-03,Mandya,Missing / UDR,2026-03,15,7,24314,3,1,1,1,0,1.0,0.667,0.75,34,0.0294,4
15-7-2026-04,Mandya,Missing / UDR,2026-04,15,7,24315,4,4,1,1,1,2.0,1.333,1.083,46,0.087,5
15-7-2026-05,Mandya,Missing / UDR,2026-05,15,7,24316,5,5,4,1,0,3.333,2.167,1.417,43,0.1163,6
15-7-2026-06,Mandya,Missing / UDR,2026-06,15,7,24317,6,6,5,4,2,5.0,3.0,1.917,39,0.1538,2
15-8-2024-02,Mandya,Traffic / PAR,2024-02,15,8,24289,2,1,2,1,0,1.333,1.0,0.917,21,0.0476,0
15-8-2024-03,Mandya,Traffic / PAR,2024-03,15,8,24290,3,0,1,2,1,1.0,1.0,0.917,15,0.0,2
15-8-2024-04,Mandya,Traffic / PAR,2024-04,15,8,24291,4,2,0,1,0,1.0,1.333,1.0,28,0.0714,0
15-8-2024-05,Mandya,Traffic / PAR,2024-05,15,8,24292,5,0,2,0,1,0.667,1.0,1.0,17,0.0,2
15-8-2024-06,Mandya,Traffic / PAR,2024-06,15,8,24293,6,2,0,2,0,1.333,1.167,1.083,16,0.125,3
15-8-2024-07,Mandya,Traffic / PAR,2024-07,15,8,24294,7,3,2,0,3,1.667,1.333,1.333,33,0.0909,0
15-8-2024-08,Mandya,Traffic / PAR,2024-08,15,8,24295,8,0,3,2,0,1.667,1.167,1.083,16,0.0,0
15-8-2024-09,Mandya,Traffic / PAR,2024-09,15,8,24296,9,0,0,3,0,1.0,1.167,1.083,30,0.0,0
15-8-2024-10,Mandya,Traffic / PAR,2024-10,15,8,24297,10,0,0,0,2,0.0,0.833,1.083,22,0.0,0
15-8-2024-11,Mandya,Traffic / PAR,2024-11,15,8,24298,11,0,0,0,1,0.0,0.833,0.917,32,0.0,2
15-8-2024-12,Mandya,Traffic / PAR,2024-12,15,8,24299,12,2,0,0,2,0.667,0.833,1.0,37,0.0541,1
15-8-2025-01,Mandya,Traffic / PAR,2025-01,15,8,24300,1,1,2,0,1,1.0,0.5,0.917,19,0.0526,1
15-8-2025-02,Mandya,Traffic / PAR,2025-02,15,8,24301,2,1,1,2,0,1.333,0.667,0.917,24,0.0417,0
15-8-2025-03,Mandya,Traffic / PAR,2025-03,15,8,24302,3,0,1,1,2,0.667,0.667,0.917,19,0.0,2
15-8-2025-04,Mandya,Traffic / PAR,2025-04,15,8,24303,4,2,0,1,0,1.0,1.0,0.917,31,0.0645,1
15-8-2025-05,Mandya,Traffic / PAR,2025-05,15,8,24304,5,1,2,0,2,1.0,1.167,1.0,15,0.0667,5
15-8-2025-06,Mandya,Traffic / PAR,2025-06,15,8,24305,6,5,1,2,3,2.667,1.667,1.25,21,0.2381,2
15-8-2025-07,Mandya,Traffic / PAR,2025-07,15,8,24306,7,2,5,1,0,2.667,1.833,1.167,13,0.1538,2
15-8-2025-08,Mandya,Traffic / PAR,2025-08,15,8,24307,8,2,2,5,0,3.0,2.0,1.333,21,0.0952,0
15-8-2025-09,Mandya,Traffic / PAR,2025-09,15,8,24308,9,0,2,2,0,1.333,2.0,1.333,15,0.0,0
15-8-2025-10,Mandya,Traffic / PAR,2025-10,15,8,24309,10,0,0,2,0,0.667,1.667,1.333,25,0.0,0
15-8-2025-11,Mandya,Traffic / PAR,2025-11,15,8,24310,11,0,0,0,2,0.0,1.5,1.333,25,0.0,1
