prior_cases,days_since_last,span_days,rate_per_yr,n_districts,n_heads,heinous,target_women_365
3,129,447,2.4513,3,2,0,0
3,159,477,2.2972,3,2,0,0
3,189,507,2.1612,3,2,0,0
3,219,537,2.0405,3,2,0,0
3,249,567,1.9325,3,2,0,0
3,279,597,1.8354,3,2,0,0
3,309,627,1.7476,3,2,0,0
4,17,657,2.2237,4,2,0,0
4,47,687,2.1266,4,2,0,0
4,77,717,2.0377,4,2,0,0
5,5,747,2.4448,4,3,1,0
5,35,777,2.3504,4,3,1,0
5,65,807,2.263,4,3,1,0
7,3,837,3.0547,5,5,1,0
7,33,867,2.949,5,5,1,0
7,63,897,2.8503,5,5,1,0
1,222,222,1.0,1,1,0,0
1,252,252,1.0,1,1,0,0
1,282,282,1.0,1,1,0,0
1,312,312,1.0,1,1,0,0
1,342,342,1.0,1,1,0,0
1,372,372,0.9819,1,1,0,0
1,402,402,0.9086,1,1,0,0
1,432,432,0.8455,1,1,0,0
1,462,462,0.7906,1,1,0,0
1,492,492,0.7424,1,1,0,0
1,522,522,0.6997,1,1,0,0
1,552,552,0.6617,1,1,0,0
1,582,582,0.6276,1,1,0,0
1,612,612,0.5968,1,1,0,0
1,642,642,0.5689,1,1,0,0
1,672,672,0.5435,1,1,0,0
1,702,702,0.5203,1,1,0,0
1,732,732,0.499,1,1,0,0
1,762,762,0.4793,1,1,0,0
1,2,2,1.0,1,1,0,0
1,32,32,1.0,1,1,0,0
1,62,62,1.0,1,1,0,0
2,13,92,2.0,2,2,0,0
2,43,122,2.0,2,2,0,0
2,73,152,2.0,2,2,0,0
2,103,182,2.0,2,2,0,0
2,133,212,2.0,2,2,0,0
2,163,242,2.0,2,2,0,0
2,193,272,2.0,2,2,0,0
3,3,302,3.0,3,3,0,0
3,33,332,3.0,3,3,0,0
3,63,362,3.0,3,3,0,0
1,170,170,1.0,1,1,1,0
1,200,200,1.0,1,1,1,0
1,230,230,1.0,1,1,1,0
1,260,260,1.0,1,1,1,0
1,290,290,1.0,1,1,1,0
1,320,320,1.0,1,1,1,0
1,350,350,1.0,1,1,1,0
1,380,380,0.9612,1,1,1,0
1,410,410,0.8909,1,1,1,0
1,440,440,0.8301,1,1,1,0
1,470,470,0.7771,1,1,1,0
1,500,500,0.7305,1,1,1,0
1,530,530,0.6892,1,1,1,0
1,560,560,0.6522,1,1,1,0
1,590,590,0.6191,1,1,1,0
1,620,620,0.5891,1,1,1,0
1,650,650,0.5619,1,1,1,0
1,680,680,0.5371,1,1,1,0
1,710,710,0.5144,1,1,1,0
1,92,92,1.0,1,1,0,0
1,122,122,1.0,1,1,0,0
1,152,152,1.0,1,1,0,0
1,182,182,1.0,1,1,0,0
1,212,212,1.0,1,1,0,0
1,242,242,1.0,1,1,0,0
1,272,272,1.0,1,1,0,0
1,302,302,1.0,1,1,0,0
1,332,332,1.0,1,1,0,0
1,362,362,1.0,1,1,0,0
1,392,392,0.9318,1,1,0,0
1,422,422,0.8655,1,1,0,0
1,452,452,0.8081,1,1,0,0
1,482,482,0.7578,1,1,0,0
1,512,512,0.7134,1,1,0,0
1,542,542,0.6739,1,1,0,0
1,572,572,0.6385,1,1,0,0
1,602,602,0.6067,1,1,0,0
1,632,632,0.5779,1,1,0,0
1,147,147,1.0,1,1,1,0
1,177,177,1.0,1,1,1,0
1,207,207,1.0,1,1,1,0
1,237,237,1.0,1,1,1,0
1,267,267,1.0,1,1,1,0
1,297,297,1.0,1,1,1,0
1,327,327,1.0,1,1,1,0
2,3,357,2.0,1,2,1,0
2,33,387,1.8876,1,2,1,0
2,63,417,1.7518,1,2,1,0
2,93,447,1.6342,1,2,1,0
2,123,477,1.5314,1,2,1,0
2,153,507,1.4408,1,2,1,0
2,183,537,1.3603,1,2,1,0
2,213,567,1.2884,1,2,1,0
2,243,597,1.2236,1,2,1,0
2,273,627,1.1651,1,2,1,0
2,303,657,1.1119,1,2,1,0
2,333,687,1.0633,1,2,1,0
1,11,11,1.0,1,1,0,0
1,41,41,1.0,1,1,0,0
1,71,71,1.0,1,1,0,0
1,101,101,1.0,1,1,0,0
2,12,131,2.0,1,1,0,0
2,42,161,2.0,1,1,0,0
2,72,191,2.0,1,1,0,0
1,18,18,1.0,1,1,0,0
1,48,48,1.0,1,1,0,0
1,78,78,1.0,1,1,0,0
1,108,108,1.0,1,1,0,0
1,138,138,1.0,1,1,0,0
1,168,168,1.0,1,1,0,0
1,198,198,1.0,1,1,0,0
1,228,228,1.0,1,1,0,0
1,258,258,1.0,1,1,0,0
1,288,288,1.0,1,1,0,0
1,318,318,1.0,1,1,0,0
1,348,348,1.0,1,1,0,0
1,378,378,0.9663,1,1,0,0
1,26,26,1.0,1,1,0,0
1,56,56,1.0,1,1,0,0
1,86,86,1.0,1,1,0,0
1,116,116,1.0,1,1,0,0
1,146,146,1.0,1,1,0,0
1,176,176,1.0,1,1,0,0
1,206,206,1.0,1,1,0,0
1,236,236,1.0,1,1,0,0
1,266,266,1.0,1,1,0,0
1,296,296,1.0,1,1,0,1
1,326,326,1.0,1,1,0,1
2,267,306,2.0,2,2,1,0
2,297,336,2.0,2,2,1,0
2,327,366,1.9959,2,2,1,0
2,357,396,1.8447,2,2,1,0
2,387,426,1.7148,2,2,1,0
2,417,456,1.602,2,2,1,0
2,447,486,1.5031,2,2,1,0
2,477,516,1.4157,2,2,1,0
2,507,546,1.3379,2,2,1,0
2,537,576,1.2682,2,2,1,0
2,567,606,1.2054,2,2,1,0
2,597,636,1.1486,2,2,1,0
2,627,666,1.0968,2,2,1,0
2,657,696,1.0496,2,2,1,0
2,687,726,1.0062,2,2,1,0
2,717,756,0.9663,2,2,1,0
2,747,786,0.9294,2,2,1,0
2,777,816,0.8952,2,2,1,0
2,807,846,0.8635,2,2,1,0
1,166,166,1.0,1,1,0,0
1,196,196,1.0,1,1,0,0
1,226,226,1.0,1,1,0,0
1,256,256,1.0,1,1,0,0
1,286,286,1.0,1,1,0,0
1,316,316,1.0,1,1,0,0
1,346,346,1.0,1,1,0,0
1,376,376,0.9714,1,1,0,0
1,406,406,0.8996,1,1,0,0
1,436,436,0.8377,1,1,0,0
1,466,466,0.7838,1,1,0,0
1,496,496,0.7364,1,1,0,0
1,526,526,0.6944,1,1,0,0
1,556,556,0.6569,1,1,0,0
1,586,586,0.6233,1,1,0,0
1,616,616,0.5929,1,1,0,0
1,646,646,0.5654,1,1,0,0
1,676,676,0.5403,1,1,0,0
1,706,706,0.5174,1,1,0,0
1,226,226,1.0,1,1,0,0
1,256,256,1.0,1,1,0,0
2,6,286,2.0,2,2,0,0
2,36,316,2.0,2,2,0,0
2,66,346,2.0,2,2,0,0
2,96,376,1.9428,2,2,0,0
2,126,406,1.7993,2,2,0,0
2,156,436,1.6755,2,2,0,0
2,186,466,1.5676,2,2,0,0
2,216,496,1.4728,2,2,0,0
3,22,526,2.0832,3,2,0,0
3,52,556,1.9708,3,2,0,0
4,28,586,2.4932,3,2,0,0
4,58,616,2.3718,3,2,0,0
4,88,646,2.2616,3,2,0,0
4,118,676,2.1612,3,2,0,0
5,8,706,2.5868,3,2,0,0
5,38,736,2.4813,3,2,0,0
5,68,766,2.3841,3,2,0,0
1,20,20,1.0,1,1,0,0
1,50,50,1.0,1,1,0,0
1,80,80,1.0,1,1,0,0
1,110,110,1.0,1,1,0,0
1,140,140,1.0,1,1,0,0
1,170,170,1.0,1,1,0,0
1,200,200,1.0,1,1,0,0
1,230,230,1.0,1,1,0,0
1,260,260,1.0,1,1,0,0
1,290,290,1.0,1,1,0,0
1,320,320,1.0,1,1,0,0
2,10,350,2.0,2,2,0,0
2,40,380,1.9224,2,2,0,0
2,70,410,1.7817,2,2,0,0
2,100,440,1.6602,2,2,0,0
2,130,470,1.5543,2,2,0,0
2,160,500,1.461,2,2,0,0
2,190,530,1.3783,2,2,0,0
3,28,560,1.9567,2,3,0,0
1,291,291,1.0,1,1,0,0
1,321,321,1.0,1,1,0,0
1,351,351,1.0,1,1,0,0
1,381,381,0.9587,1,1,0,0
1,411,411,0.8887,1,1,0,0
1,441,441,0.8282,1,1,0,0
1,471,471,0.7755,1,1,0,0
1,501,501,0.729,1,1,0,0
1,531,531,0.6879,1,1,0,0
1,561,561,0.6511,1,1,0,0
1,591,591,0.618,1,1,0,0
1,621,621,0.5882,1,1,0,0
1,651,651,0.5611,1,1,0,0
1,681,681,0.5363,1,1,0,0
1,711,711,0.5137,1,1,0,0
1,741,741,0.4929,1,1,0,0
1,771,771,0.4737,1,1,0,0
1,801,801,0.456,1,1,0,0
2,26,831,0.8791,2,2,0,0
1,5,5,1.0,1,1,0,0
1,35,35,1.0,1,1,0,0
1,65,65,1.0,1,1,0,0
1,95,95,1.0,1,1,0,0
1,125,125,1.0,1,1,0,0
1,155,155,1.0,1,1,0,0
1,185,185,1.0,1,1,0,0
1,215,215,1.0,1,1,0,0
1,245,245,1.0,1,1,0,0
1,275,275,1.0,1,1,0,0
1,305,305,1.0,1,1,0,0
1,335,335,1.0,1,1,0,0
1,365,365,1.0,1,1,0,0
1,86,86,1.0,1,1,0,0
1,116,116,1.0,1,1,0,0
2,10,146,2.0,1,1,0,0
2,40,176,2.0,1,1,0,0
2,70,206,2.0,1,1,0,0
2,100,236,2.0,1,1,0,0
2,130,266,2.0,1,1,0,0
2,160,296,2.0,1,1,0,0
2,190,326,2.0,1,1,0,0
2,220,356,2.0,1,1,0,0
2,250,386,1.8925,1,1,0,0
2,280,416,1.756,1,1,0,0
2,310,446,1.6379,1,1,0,0
2,340,476,1.5347,1,1,0,0
2,370,506,1.4437,1,1,0,0
2,400,536,1.3629,1,1,0,0
2,430,566,1.2906,1,1,0,0
3,7,596,1.8385,1,2,0,0
3,37,626,1.7504,1,2,0,0
3,41,275,3.0,1,3,0,0
3,71,305,3.0,1,3,0,0
3,101,335,3.0,1,3,0,0
4,24,365,4.0,2,3,0,0
4,54,395,3.6987,2,3,0,0
4,84,425,3.4376,2,3,0,0
4,114,455,3.211,2,3,0,0
4,144,485,3.0124,2,3,0,0
4,174,515,2.8369,2,3,0,0
5,18,545,3.3509,3,3,0,0
5,48,575,3.1761,3,3,0,0
5,78,605,3.0186,3,3,0,0
5,108,635,2.876,3,3,0,0
5,138,665,2.7462,3,3,0,0
5,168,695,2.6277,3,3,0,0
5,198,725,2.519,3,3,0,0
5,228,755,2.4189,3,3,0,0
5,258,785,2.3264,3,3,0,0
5,288,815,2.2408,3,3,0,0
1,26,26,1.0,1,1,0,0
1,56,56,1.0,1,1,0,0
1,86,86,1.0,1,1,0,0
1,116,116,1.0,1,1,0,0
1,146,146,1.0,1,1,0,0
1,176,176,1.0,1,1,0,0
1,206,206,1.0,1,1,0,0
1,236,236,1.0,1,1,0,0
1,266,266,1.0,1,1,0,0
1,296,296,1.0,1,1,0,0
1,326,326,1.0,1,1,0,0
1,356,356,1.0,1,1,0,0
1,386,386,0.9462,1,1,0,0
1,416,416,0.878,1,1,0,0
1,446,446,0.8189,1,1,0,0
1,476,476,0.7673,1,1,0,0
1,506,506,0.7218,1,1,0,0
1,59,59,1.0,1,1,0,0
1,89,89,1.0,1,1,0,0
1,119,119,1.0,1,1,0,0
1,149,149,1.0,1,1,0,0
2,7,179,2.0,2,2,0,0
2,37,209,2.0,2,2,0,0
2,67,239,2.0,2,2,0,0
2,97,269,2.0,2,2,0,0
2,127,299,2.0,2,2,0,0
2,157,329,2.0,2,2,0,0
2,187,359,2.0,2,2,0,0
2,217,389,1.8779,2,2,0,0
2,247,419,1.7434,2,2,0,0
2,277,449,1.6269,2,2,0,0
2,307,479,1.5251,2,2,0,0
2,337,509,1.4352,2,2,0,0
2,367,539,1.3553,2,2,0,0
2,397,569,1.2838,2,2,0,0
2,427,599,1.2195,2,2,0,0
1,2,2,1.0,1,1,1,0
1,32,32,1.0,1,1,1,0
1,62,62,1.0,1,1,1,0
1,92,92,1.0,1,1,1,0
1,122,122,1.0,1,1,1,0
1,152,152,1.0,1,1,1,0
1,182,182,1.0,1,1,1,0
1,212,212,1.0,1,1,1,0
1,242,242,1.0,1,1,1,0
1,272,272,1.0,1,1,1,0
1,302,302,1.0,1,1,1,0
1,332,332,1.0,1,1,1,0
1,362,362,1.0,1,1,1,0
1,392,392,0.9318,1,1,1,0
1,422,422,0.8655,1,1,1,0
1,452,452,0.8081,1,1,1,0
1,482,482,0.7578,1,1,1,0
1,512,512,0.7134,1,1,1,0
1,12,12,1.0,1,1,0,0
1,42,42,1.0,1,1,0,0
1,72,72,1.0,1,1,0,0
1,102,102,1.0,1,1,0,0
1,132,132,1.0,1,1,0,0
1,162,162,1.0,1,1,0,0
1,192,192,1.0,1,1,0,0
1,222,222,1.0,1,1,0,0
1,252,252,1.0,1,1,0,0
1,282,282,1.0,1,1,0,0
1,312,312,1.0,1,1,0,0
2,8,10,2.0,2,1,0,0
2,38,40,2.0,2,1,0,0
2,68,70,2.0,2,1,0,0
2,98,100,2.0,2,1,0,0
2,128,130,2.0,2,1,0,0
2,158,160,2.0,2,1,0,0
2,35,109,2.0,2,2,0,0
2,65,139,2.0,2,2,0,0
2,95,169,2.0,2,2,0,0
2,125,199,2.0,2,2,0,0
2,155,229,2.0,2,2,0,0
2,185,259,2.0,2,2,0,0
2,215,289,2.0,2,2,0,0
2,245,319,2.0,2,2,0,0
2,275,349,2.0,2,2,0,0
2,305,379,1.9274,2,2,0,0
2,335,409,1.7861,2,2,0,0
2,365,439,1.664,2,2,0,0
2,395,469,1.5576,2,2,0,0
2,425,499,1.4639,2,2,0,0
2,455,529,1.3809,2,2,0,0
2,485,559,1.3068,2,2,0,0
2,515,589,1.2402,2,2,0,0
2,545,619,1.1801,2,2,0,0
2,575,649,1.1256,2,2,0,0
1,135,135,1.0,1,1,0,0
2,11,165,2.0,2,2,0,0
2,41,195,2.0,2,2,0,0
2,71,225,2.0,2,2,0,0
2,101,255,2.0,2,2,0,0
2,131,285,2.0,2,2,0,0
2,161,315,2.0,2,2,0,0
2,191,345,2.0,2,2,0,0
2,221,375,1.948,2,2,0,0
2,251,405,1.8037,2,2,0,0
2,281,435,1.6793,2,2,0,0
2,311,465,1.571,2,2,0,0
2,341,495,1.4758,2,2,0,0
2,371,525,1.3914,2,2,0,0
2,401,555,1.3162,2,2,0,0
2,431,585,1.2487,2,2,0,0
2,461,615,1.1878,2,2,0,0
2,491,645,1.1326,2,2,0,0
2,521,675,1.0822,2,2,0,0
2,334,338,2.0,2,1,0,0
2,364,368,1.9851,2,1,0,0
3,20,398,2.7531,3,1,0,0
3,50,428,2.5602,3,1,0,0
4,1,458,3.19,3,2,0,0
4,31,488,2.9939,3,2,0,0
4,61,518,2.8205,3,2,0,0
4,91,548,2.6661,3,2,0,0
4,121,578,2.5277,3,2,0,0
4,151,608,2.403,3,2,0,0
4,181,638,2.29,3,2,0,0
4,211,668,2.1871,3,2,0,0
4,241,698,2.0931,3,2,0,0
4,271,728,2.0069,3,2,0,0
4,301,758,1.9274,3,2,0,0
4,331,788,1.8541,3,2,0,0
4,361,818,1.7861,3,2,0,0
4,391,848,1.7229,3,2,0,0
4,421,878,1.664,3,2,0,0
1,82,82,1.0,1,1,0,0
1,112,112,1.0,1,1,0,0
1,142,142,1.0,1,1,0,0
1,172,172,1.0,1,1,0,0
1,202,202,1.0,1,1,0,0
1,232,232,1.0,1,1,0,0
1,262,262,1.0,1,1,0,0
1,292,292,1.0,1,1,0,0
1,322,322,1.0,1,1,0,0
1,352,352,1.0,1,1,0,0
1,382,382,0.9562,1,1,0,0
1,412,412,0.8865,1,1,0,0
1,442,442,0.8264,1,1,0,0
1,472,472,0.7738,1,1,0,0
2,24,502,1.4552,2,2,0,0
2,54,532,1.3731,2,2,0,0
2,84,562,1.2998,2,2,0,0
2,114,592,1.234,2,2,0,0
2,144,622,1.1744,2,2,0,0
2,92,297,2.0,2,1,0,0
2,122,327,2.0,2,1,0,0
2,152,357,2.0,2,1,0,0
2,182,387,1.8876,2,1,0,0
2,212,417,1.7518,2,1,0,0
2,242,447,1.6342,2,1,0,0
2,272,477,1.5314,2,1,0,0
2,302,507,1.4408,2,1,0,0
2,332,537,1.3603,2,1,0,0
2,362,567,1.2884,2,1,0,0
2,392,597,1.2236,2,1,0,0
2,422,627,1.1651,2,1,0,0
2,452,657,1.1119,2,1,0,0
2,482,687,1.0633,2,1,0,0
2,512,717,1.0188,2,1,0,0
2,542,747,0.9779,2,1,0,0
2,572,777,0.9402,2,1,0,0
2,602,807,0.9052,2,1,0,0
2,632,837,0.8728,2,1,0,0
1,77,77,1.0,1,1,0,0
3,12,107,3.0,2,3,0,0
3,42,137,3.0,2,3,0,0
3,72,167,3.0,2,3,0,0
3,102,197,3.0,2,3,0,0
3,132,227,3.0,2,3,0,0
3,162,257,3.0,2,3,0,0
3,192,287,3.0,2,3,0,0
3,222,317,3.0,2,3,0,0
3,252,347,3.0,2,3,0,0
3,282,377,2.9065,2,3,0,0
3,312,407,2.6923,2,3,0,0
3,342,437,2.5074,2,3,0,0
3,372,467,2.3464,2,3,0,0
3,402,497,2.2047,2,3,0,0
3,432,527,2.0792,2,3,0,0
3,462,557,1.9672,2,3,0,0
3,492,587,1.8667,2,3,0,0
3,522,617,1.7759,2,3,0,0
1,25,25,1.0,1,1,1,0
1,55,55,1.0,1,1,1,0
1,85,85,1.0,1,1,1,0
1,115,115,1.0,1,1,1,0
1,145,145,1.0,1,1,1,0
1,175,175,1.0,1,1,1,0
1,205,205,1.0,1,1,1,0
1,235,235,1.0,1,1,1,0
1,265,265,1.0,1,1,1,0
2,25,295,2.0,2,2,1,0
2,55,325,2.0,2,2,1,0
2,85,355,2.0,2,2,1,0
2,115,385,1.8974,2,2,1,0
2,145,415,1.7602,2,2,1,0
2,175,445,1.6416,2,2,1,0
2,205,475,1.5379,2,2,1,0
2,235,505,1.4465,2,2,1,0
1,4,4,1.0,1,1,0,0
1,34,34,1.0,1,1,0,0
1,64,64,1.0,1,1,0,0
1,94,94,1.0,1,1,0,0
1,124,124,1.0,1,1,0,0
2,5,154,2.0,2,2,0,0
2,35,184,2.0,2,2,0,0
2,65,214,2.0,2,2,0,0
3,13,244,3.0,2,3,0,0
3,43,274,3.0,2,3,0,0
3,73,304,3.0,2,3,0,0
4,3,334,4.0,2,3,0,0
4,33,364,4.0,2,3,0,0
4,63,394,3.7081,2,3,0,0
4,93,424,3.4458,2,3,0,0
4,123,454,3.2181,2,3,0,0
4,153,484,3.0186,2,3,0,0
1,147,147,1.0,1,1,0,0
1,177,177,1.0,1,1,0,0
1,207,207,1.0,1,1,0,0
1,237,237,1.0,1,1,0,0
1,267,267,1.0,1,1,0,0
1,297,297,1.0,1,1,0,0
1,327,327,1.0,1,1,0,0
1,357,357,1.0,1,1,0,0
1,387,387,0.9438,1,1,0,0
1,417,417,0.8759,1,1,0,0
1,447,447,0.8171,1,1,0,0
1,477,477,0.7657,1,1,0,0
1,507,507,0.7204,1,1,0,0
1,537,537,0.6802,1,1,0,0
2,12,567,1.2884,1,2,1,0
2,42,597,1.2236,1,2,1,0
2,72,627,1.1651,1,2,1,0
2,102,657,1.1119,1,2,1,0
2,132,687,1.0633,1,2,1,0
1,106,106,1.0,1,1,0,0
1,136,136,1.0,1,1,0,0
1,166,166,1.0,1,1,0,0
1,196,196,1.0,1,1,0,1
1,226,226,1.0,1,1,0,1
1,256,256,1.0,1,1,0,1
1,286,286,1.0,1,1,0,1
1,316,316,1.0,1,1,0,1
1,346,346,1.0,1,1,0,1
1,376,376,0.9714,1,1,0,1
1,406,406,0.8996,1,1,0,1
1,436,436,0.8377,1,1,0,1
1,466,466,0.7838,1,1,0,1
1,496,496,0.7364,1,1,0,1
1,526,526,0.6944,1,1,0,1
2,20,556,1.3138,1,2,1,0
2,50,586,1.2466,1,2,1,0
2,80,616,1.1859,1,2,1,0
2,110,646,1.1308,1,2,1,0
1,10,10,1.0,1,1,0,0
1,40,40,1.0,1,1,0,0
1,70,70,1.0,1,1,0,0
1,100,100,1.0,1,1,0,0
1,130,130,1.0,1,1,0,0
2,12,160,2.0,1,1,0,0
2,42,190,2.0,1,1,0,0
2,72,220,2.0,1,1,0,0
2,102,250,2.0,1,1,0,0
3,29,280,3.0,1,2,0,0
3,59,310,3.0,1,2,0,0
3,89,340,3.0,1,2,0,0
3,119,370,2.9615,1,2,0,0
1,137,137,1.0,1,1,0,0
1,167,167,1.0,1,1,0,0
1,197,197,1.0,1,1,0,0
1,227,227,1.0,1,1,0,0
1,257,257,1.0,1,1,0,0
1,287,287,1.0,1,1,0,0
1,317,317,1.0,1,1,0,0
1,347,347,1.0,1,1,0,0
1,377,377,0.9688,1,1,0,0
1,407,407,0.8974,1,1,0,0
1,437,437,0.8358,1,1,0,0
1,467,467,0.7821,1,1,0,0
2,17,497,1.4698,1,1,0,0
2,47,527,1.3861,1,1,0,0
2,77,557,1.3115,1,1,0,0
3,17,587,1.8667,2,1,0,0
3,47,617,1.7759,2,1,0,0
3,77,647,1.6936,2,1,0,0
3,107,677,1.6185,2,1,0,0
1,189,189,1.0,1,1,0,0
1,219,219,1.0,1,1,0,0
1,249,249,1.0,1,1,0,0
1,279,279,1.0,1,1,0,0
1,309,309,1.0,1,1,0,0
1,339,339,1.0,1,1,0,0
1,369,369,0.9898,1,1,0,0
1,399,399,0.9154,1,1,0,0
1,429,429,0.8514,1,1,0,0
1,459,459,0.7958,1,1,0,0
2,4,489,1.4939,2,2,1,0
2,34,519,1.4075,2,2,1,0
2,64,549,1.3306,2,2,1,0
2,94,579,1.2617,2,2,1,0
2,124,609,1.1995,2,2,1,0
2,154,639,1.1432,2,2,1,0
2,184,669,1.0919,2,2,1,0
2,214,699,1.0451,2,2,1,0
2,244,729,1.0021,2,2,1,0
1,341,341,1.0,1,1,1,0
1,371,371,0.9845,1,1,1,0
1,401,401,0.9108,1,1,1,0
1,431,431,0.8474,1,1,1,0
1,461,461,0.7923,1,1,1,0
1,491,491,0.7439,1,1,1,0
1,521,521,0.7011,1,1,1,0
1,551,551,0.6629,1,1,1,0
1,581,581,0.6287,1,1,1,0
1,611,611,0.5978,1,1,1,0
1,641,641,0.5698,1,1,1,0
1,671,671,0.5443,1,1,1,0
1,701,701,0.521,1,1,1,0
1,731,731,0.4997,1,1,1,0
1,761,761,0.48,1,1,1,0
1,791,791,0.4618,1,1,1,0
1,821,821,0.4449,1,1,1,0
1,851,851,0.4292,1,1,1,0
1,881,881,0.4146,1,1,1,0
1,287,287,1.0,1,1,1,0
1,317,317,1.0,1,1,1,0
1,347,347,1.0,1,1,1,0
1,377,377,0.9688,1,1,1,0
2,19,407,1.7948,2,1,1,0
2,49,437,1.6716,2,1,1,0
2,79,467,1.5642,2,1,1,0
2,109,497,1.4698,2,1,1,0
2,139,527,1.3861,2,1,1,0
2,169,557,1.3115,2,1,1,0
2,199,587,1.2445,2,1,1,0
2,229,617,1.184,2,1,1,0
3,13,647,1.6936,2,2,1,0
3,43,677,1.6185,2,2,1,0
3,73,707,1.5499,2,2,1,0
3,103,737,1.4868,2,2,1,0
3,133,767,1.4286,2,2,1,0
3,163,797,1.3748,2,2,1,0
3,193,827,1.325,2,2,1,0
2,190,226,2.0,2,2,0,1
2,220,256,2.0,2,2,0,1
2,250,286,2.0,2,2,0,1
2,280,316,2.0,2,2,0,1
3,12,346,3.0,2,3,1,0
3,42,376,2.9142,2,3,1,0
3,72,406,2.6989,2,3,1,0
3,102,436,2.5132,2,3,1,0
3,132,466,2.3514,2,3,1,0
3,162,496,2.2092,2,3,1,0
3,192,526,2.0832,2,3,1,0
3,222,556,1.9708,2,3,1,0
3,252,586,1.8699,2,3,1,0
3,282,616,1.7788,2,3,1,0
3,312,646,1.6962,2,3,1,0
4,14,676,2.1612,3,3,1,0
4,44,706,2.0694,3,3,1,0
4,74,736,1.9851,3,3,1,0
4,104,766,1.9073,3,3,1,0
1,51,51,1.0,1,1,1,0
1,81,81,1.0,1,1,1,0
1,111,111,1.0,1,1,1,0
1,141,141,1.0,1,1,1,0
1,171,171,1.0,1,1,1,0
1,201,201,1.0,1,1,1,0
1,231,231,1.0,1,1,1,0
1,261,261,1.0,1,1,1,0
2,9,291,2.0,2,1,2,0
2,39,321,2.0,2,1,2,0
2,69,351,2.0,2,1,2,0
2,99,381,1.9173,2,1,2,0
2,129,411,1.7774,2,1,2,0
2,159,441,1.6565,2,1,2,0
2,189,471,1.551,2,1,2,0
3,10,501,2.1871,3,2,2,0
3,40,531,2.0636,3,2,2,0
3,70,561,1.9532,3,2,2,0
3,100,591,1.8541,3,2,2,0
1,98,98,1.0,1,1,0,1
1,128,128,1.0,1,1,0,1
2,15,158,2.0,2,2,1,0
2,45,188,2.0,2,2,1,0
2,75,218,2.0,2,2,1,0
2,105,248,2.0,2,2,1,0
3,0,278,3.0,3,3,1,0
3,30,308,3.0,3,3,1,0
3,60,338,3.0,3,3,1,0
3,90,368,2.9776,3,3,1,0
3,120,398,2.7531,3,3,1,0
3,150,428,2.5602,3,3,1,0
3,180,458,2.3925,3,3,1,0
3,210,488,2.2454,3,3,1,0
3,240,518,2.1153,3,3,1,0
3,270,548,1.9995,3,3,1,0
3,300,578,1.8958,3,3,1,0
3,330,608,1.8022,3,3,1,0
3,360,638,1.7175,3,3,1,0
1,280,280,1.0,1,1,0,0
1,310,310,1.0,1,1,0,0
1,340,340,1.0,1,1,0,0
1,370,370,0.9872,1,1,0,0
1,400,400,0.9131,1,1,0,0
1,430,430,0.8494,1,1,0,0
1,460,460,0.794,1,1,0,0
1,490,490,0.7454,1,1,0,0
1,520,520,0.7024,1,1,0,0
1,550,550,0.6641,1,1,0,0
1,580,580,0.6297,1,1,0,0
1,610,610,0.5988,1,1,0,0
1,640,640,0.5707,1,1,0,0
1,670,670,0.5451,1,1,0,0
1,700,700,0.5218,1,1,0,0
1,730,730,0.5003,1,1,0,0
1,760,760,0.4806,1,1,0,0
1,790,790,0.4623,1,1,0,0
1,820,820,0.4454,1,1,0,1
1,79,79,1.0,1,1,0,0
1,109,109,1.0,1,1,0,0
1,139,139,1.0,1,1,0,0
1,169,169,1.0,1,1,0,0
1,199,199,1.0,1,1,0,0
1,229,229,1.0,1,1,0,0
1,259,259,1.0,1,1,0,0
1,289,289,1.0,1,1,0,0
1,319,319,1.0,1,1,0,0
1,349,349,1.0,1,1,0,0
1,379,379,0.9637,1,1,0,0
1,409,409,0.893,1,1,0,0
1,439,439,0.832,1,1,0,0
1,469,469,0.7788,1,1,0,0
1,499,499,0.732,1,1,0,0
1,529,529,0.6905,1,1,0,0
1,559,559,0.6534,1,1,0,0
1,589,589,0.6201,1,1,0,0
1,619,619,0.5901,1,1,0,0
1,5,5,1.0,1,1,0,0
1,35,35,1.0,1,1,0,0
1,65,65,1.0,1,1,0,0
1,95,95,1.0,1,1,0,0
1,313,313,1.0,1,1,0,0
1,343,343,1.0,1,1,0,0
1,373,373,0.9792,1,1,0,0
1,403,403,0.9063,1,1,0,0
1,433,433,0.8435,1,1,0,0
1,463,463,0.7889,1,1,0,0
1,493,493,0.7409,1,1,0,0
1,523,523,0.6984,1,1,0,0
2,26,553,1.321,1,2,0,0
2,56,583,1.253,1,2,0,0
3,16,613,1.7875,2,2,0,0
3,46,643,1.7041,2,2,0,0
3,76,673,1.6282,2,2,0,0
3,106,703,1.5587,2,2,0,0
3,136,733,1.4949,2,2,0,0
3,166,763,1.4361,2,2,0,0
3,196,793,1.3818,2,2,0,0
3,226,823,1.3314,2,2,0,0
3,256,853,1.2846,2,2,0,0
2,43,140,2.0,1,2,0,0
2,73,170,2.0,1,2,0,0
2,103,200,2.0,1,2,0,0
2,133,230,2.0,1,2,0,0
3,16,260,3.0,1,3,1,0
3,46,290,3.0,1,3,1,0
3,76,320,3.0,1,3,1,0
3,106,350,3.0,1,3,1,0
